3r-^ 1.2276 1.2791
3r-u 1.3894 1.0511
3r-U 1.3767 0.9923
3r-A 1.1941 0.85916
3r-> 1.5253 0.9177
3r-ei 1.5031 1.0085
3r-aI 1.7049 1.1081
3r->i 1.4224 1.089
3r-iU 1.769 1.0549
3r-aU 1.6441 0.84796
3r-oU 1.3737 0.83847
3r-m 0.85262 0.68436
3r-n 0.93709 0.77755
3r-N 0.81427 0.72837
3r-f 0.90162 1
3r-T 0.8005 1
3r-S 0.90532 1
3r-v 0.86241 1
3r-D 0.83801 1
3r-Z 0.88591 1
3r-l 0.77328 0.99723
3r-9r 0.82223 0.71907
3r-j 0.85135 0.62564
3r-w 0.86404 0.62928
b-3r 1 0.83048
g-3r 1 0.90866
m-3r 0.7464 0.97183
n-3r 0.83891 0.96399
N-3r 0.82259 0.97525
tS-3r 1 1.1681
l-3r 0.7136 0.97564
9r-3r 0.67034 0.82948
j-3r 0.84697 0.97577
ei-i: 1.2323 0.89893
ei-I 1.152 0.89929
ei-E 1.1835 1.1343
ei-@ 0.86651 0.84495
ei-^ 1.2212 1.2187
ei-A 1.2522 0.89594
ei-> 1.2712 0.96569
ei-ei 1.0168 0.87567
ei-aI 1.0624 1.1537
ei-iU 1.0214 1.1052
ei-oU 1.0841 0.86722
ei-t 0.87493 1
ei-b 1.1243 1
ei-d 1.1361 1
ei-m 1.0781 0.77832
ei-N 0.96482 0.83376
ei-s 1.1159 1
ei-l 0.88081 1.0028
ei-9r 0.84143 0.77542
ei-j 0.92985 0.49291
ei-w 0.79738 0.63613
p-ei 1 0.90726
k-ei 1 1.1012
m-ei 0.72136 0.96112
n-ei 0.90032 0.85417
l-ei 0.91912 0.79294
9r-ei 1.1062 0.87177
j-ei 1.1928 0.85152
ei-pau 0.7827 1
aI-i: 1.1094 0.87834
aI-I 0.97531 0.78323
aI-@ 1.2263 0.73776
aI-^ 1.1333 1.4959
aI-u 1.1781 0.87612
aI-U 1.1549 0.81569
aI-A 1.027 0.88593
aI-3r 1.0179 0.904
aI-ei 1.3367 0.89878
aI->i 0.96213 0.7678
aI-iU 1.1293 0.95073
aI-aU 0.89983 0.73474
aI-oU 0.839 0.68109
aI-p 0.8723 1
aI-m 1.0538 0.63144
aI-n 1.1807 0.69338
aI-N 1.0008 0.769
aI-f 0.87445 1
aI-z 1.2299 1
aI-Z 1.1286 1
aI-tS 1.1911 1
aI-9r 0.96584 0.71845
aI-j 0.95422 0.47633
aI-w 1.1915 0.59873
p-aI 1 0.79296
t-aI 1 0.8995
k-aI 1 0.88807
d-aI 1 0.90732
m-aI 0.74911 0.94417
n-aI 0.81237 0.9664
N-aI 0.70071 0.86026
f-aI 1 0.89207
T-aI 1 0.90111
v-aI 1 0.88035
tS-aI 1 0.90316
dZ-aI 1 1.1515
l-aI 0.96745 1.2006
9r-aI 0.86801 1.1778
j-aI 0.70993 1.2085
w-aI 1.3228 1.046
pau-aI 1 1.3238
>i-i: 1.0882 0.79305
>i-I 1.139 0.81923
>i-@ 1.3118 0.88153
>i-^ 1.0547 1.1721
>i-U 1.2424 0.89237
>i-A 1.1662 0.79673
>i-> 1.2933 0.89717
>i-ei 1.1102 0.82427
>i-aI 1.0077 1.1043
>i->i 1.1398 0.98592
>i-iU 1.0823 1.1102
>i-aU 1.1652 0.86565
>i-oU 1.1715 0.82358
>i-t 1.1242 1
>i-b 1.1029 1
>i-m 1.2059 0.82848
>i-n 1.3799 0.98128
>i-N 1.0951 0.78724
>i-v 1.1213 1
>i-9r 1.0913 0.81438
>i-j 1.2265 0.77472
>i-w 1.1404 0.70692
p->i 1 0.8818
b->i 1 0.8863
g->i 1 0.75937
m->i 0.67008 0.9531
n->i 0.76217 0.97332
N->i 0.74876 0.98003
f->i 1 0.8947
T->i 1 0.86997
s->i 1 0.87802
S->i 1 0.85583
h->i 1 0.88991
v->i 1 0.79632
D->i 1 0.85314
z->i 1 0.79725
Z->i 1 0.81332
tS->i 1 0.79187
dZ->i 1 0.85334
l->i 0.96504 0.83855
9r->i 0.86004 0.83889
j->i 0.7366 0.80517
w->i 0.71013 0.78022
>i-pau 0.80697 1
iU-i: 1.3788 0.92448
iU-I 1.2466 0.80566
iU-E 1.6101 0.99236
iU-@ 1.5445 0.83743
iU-^ 1.5383 1.299
iU-u 1.1051 0.96074
iU-U 1.2893 0.81669
iU-A 1.4753 1.0095
iU-> 1.5433 0.91871
iU-3r 1.1613 0.99999
iU-aI 1.8101 1.175
iU->i 1.5903 0.95963
iU-iU 1.1689 0.98742
iU-aU 1.0853 0.8616
iU-oU 1.1997 0.85911
iU-p 0.86635 1
iU-t 0.88255 1
iU-k 0.89273 1
iU-b 0.89831 1
iU-d 0.8917 1
iU-m 0.91426 0.66167
iU-n 0.9893 0.78954
iU-N 0.88583 0.76997
iU-f 0.89773 1
iU-S 1.2148 1
iU-D 0.80711 1
iU-tS 0.88858 1
iU-9r 0.89107 1.035
iU-j 0.92672 0.7928
iU-w 0.84686 0.89272
b-iU 1 0.89175
d-iU 1 0.90174
m-iU 0.74822 1.1831
n-iU 0.83325 1.1471
N-iU 0.75199 0.94382
f-iU 1 0.88356
T-iU 1 1.1429
v-iU 1 1.1387
z-iU 1 1.1515
Z-iU 1 0.8984
9r-iU 1.5707 0.83387
w-iU 0.8438 0.99156
aU-I 1.1584 0.90311
aU-E 1.1266 0.9497
aU-@ 1.0118 0.83386
aU-u 0.89751 1.1868
aU-U 1.2192 0.94507
aU-A 1.1936 0.95474
aU-> 1.0334 0.85874
aU-ei 1.0351 1.1216
aU-aI 0.85489 0.92398
aU->i 1.0113 0.90127
aU-iU 1.125 1.0853
aU-aU 1.0278 0.80629
aU-oU 1.0443 0.88505
aU-p 0.89204 1
aU-k 0.89148 1
aU-b 0.87462 1
aU-g 0.90558 1
aU-N 0.85002 0.84387
aU-T 0.87107 1
aU-D 0.75396 1
aU-z 0.81438 1
aU-Z 0.82663 1
aU-dZ 0.88043 1
aU-l 1.0007 1.304
aU-9r 1.0976 1.1549
aU-j 0.81166 1.0615
aU-w 0.8553 1.0903
b-aU 1 0.90839
n-aU 0.95178 1.2623
f-aU 1 0.88183
T-aU 1 0.90198
s-aU 1 0.88523
h-aU 1 1.1449
D-aU 1 1.1842
z-aU 1 1.3225
Z-aU 1 1.363
tS-aU 1 1.8676
dZ-aU 1 1.3926
l-aU 1.4204 1.1776
9r-aU 1.3996 1.0907
j-aU 2.0982 1.3655
w-aU 0.99584 1.3613
oU-i: 1.1202 0.93418
oU-I 1.1986 1.0045
oU-E 1.074 1.1041
oU-@ 1.1213 1.1577
oU-^ 1.1186 1.2646
oU-u 1.0206 1.1091
oU-3r 1.2866 0.9699
oU-ei 1.3795 1.0299
oU-aI 1.0613 1.2585
oU-iU 1.3379 1.161
oU-aU 1.2642 0.89132
oU-oU 1.3052 0.8781
oU-p 0.76119 1
oU-t 0.83356 1
oU-k 0.67687 1
oU-d 0.88911 1
oU-m 0.86052 0.89352
oU-n 0.89725 1.0224
oU-f 0.84662 1
oU-s 0.84748 1
oU-S 0.87551 1
oU-h 0.88583 1
oU-v 0.86296 1
oU-Z 0.78691 1
oU-tS 0.86531 1
oU-l 0.92418 1.2071
oU-9r 0.8643 0.6652
oU-j 0.94081 0.79942
oU-w 0.949 0.76723
p-oU 1 0.89811
t-oU 1 0.88848
d-oU 1 1.1005
g-oU 1 1.1678
m-oU 1.1228 1.1852
n-oU 1.1687 1.1645
N-oU 1.1922 1.1059
f-oU 1 1.2623
T-oU 1 1.256
s-oU 1 1.346
S-oU 1 1.4285
h-oU 1 1.4082
v-oU 1 1.3598
D-oU 1 1.2127
z-oU 1 1.4044
Z-oU 1 1.4108
tS-oU 1 1.3682
dZ-oU 1 1.2726
l-oU 1.3116 1.3385
9r-oU 2.4858 1.3011
j-oU 1.3496 1.3927
w-oU 2.1673 1.1673
pau-oU 1 1.2881
oU-pau 1.2452 1
p-m 1 3
p-n 1 3
p-l 1 1.3734
p-j 1 0.79448
p-w 1 0.85095
t-m 1 1.2554
t-n 1 1.4523
t-l 1 1.5429
t-9r 1 1.3683
t-j 1 1.6311
k-m 1 3
k-n 1 2.2405
k-l 1 1.4125
k-9r 1 1.9785
k-j 1 1.3912
k-w 1 1.3665
b-m 1 1.23
b-n 1 3
b-l 1 1.1515
b-w 1 0.62672
d-m 1 1.8692
d-l 1 1.2915
d-9r 1 3
d-j 1 1.3194
d-w 1 1.2963
g-m 1 1.3055
g-n 1 3
g-l 1 1.227
g-9r 1 1.1398
g-j 1 0.83189
m-d 1.1685 1
m-g 1.1731 1
m-n 1.3098 1.2746
m-T 1.3114 1
m-s 1.4756 1
m-S 1.31 1
m-h 1.2994 1
m-v 1.4071 1
m-D 1.3361 1
m-z 1.3037 1
m-Z 1.2667 1
m-tS 1.9625 1
m-dZ 2.1741 1
m-l 2.2669 2.3779
m-9r 0.9254 0.87997
m-w 0.95456 0.61959
pau-m 1 1.463
n-p 0.897 1
n-t 0.89754 1
n-m 0.88432 0.80429
n-D 0.87894 1
n-z 1.2081 1
n-tS 1.245 1
n-l 1.0258 0.78941
n-9r 1.0767 1.3941
n-j 1.0279 0.8143
pau-n 1 2.3796
N-d 1.1285 1
N-n 1.1056 1.1737
N-T 1.178 1
N-s 1.1739 1
N-S 1.2171 1
N-h 1.1164 1
N-v 1.3951 1
N-z 1.2428 1
N-tS 1.1155 1
N-l 1.1967 0.97981
N-j 0.99743 0.80381
f-n 1 1.4251
f-l 1 1.6479
f-9r 1 1.3171
f-j 1 2.201
f-w 1 1.28
T-m 1 1.3019
T-n 1 1.6631
T-l 1 1.6625
T-9r 1 3
T-j 1 1.4397
s-m 1 1.202
s-n 1 1.2998
s-l 1 1.3801
s-j 1 1.3027
s-w 1 1.7575
S-m 1 1.1478
S-n 1 1.7514
S-l 1 1.564
S-9r 1 1.6992
S-j 1 2.0864
S-w 1 1.573
v-m 1 1.145
v-l 1 1.4249
v-j 1 1.3535
v-w 1 2.7639
D-m 1 1.1777
D-n 1 1.2872
D-l 1 2.1689
D-9r 1 1.4764
D-j 1 1.732
D-w 1 3
z-m 1 1.9424
z-n 1 2.5367
z-l 1 1.3618
z-9r 1 1.3297
z-j 1 2.5477
z-w 1 1.4032
Z-n 1 1.2889
Z-l 1 1.58
Z-9r 1 1.1409
Z-w 1 1.1912
tS-n 1 2.2333
tS-l 1 1.4347
tS-9r 1 1.1499
tS-j 1 1.7401
tS-w 1 1.7598
dZ-l 1 1.7284
dZ-9r 1 1.4627
dZ-j 1 1.1792
dZ-w 1 1.6078
l-p 0.81542 1
l-t 0.59687 1
l-k 0.70784 1
l-b 0.67918 1
l-d 0.6712 1
l-g 0.68591 1
l-m 0.75885 1.1588
l-n 0.65031 1.3719
l-f 0.73525 1
l-T 0.82499 1
l-s 0.87899 1
l-S 1.1465 1
l-h 0.90054 1
l-v 1.2014 1
l-D 0.70665 1
l-z 0.8933 1
l-Z 0.90207 1
l-tS 0.8588 1
l-l 0.82546 1.2214
l-9r 1.0112 1.5108
l-j 0.79972 1.9694
l-w 0.9803 2.4198
pau-l 1 2.088
9r-p 0.67624 1
9r-t 0.58246 1
9r-k 0.64552 1
9r-b 0.76765 1
9r-d 0.65477 1
9r-g 0.6177 1
9r-m 0.55896 1.412
9r-n 0.5968 1.1391
9r-f 0.61979 1
9r-T 0.65694 1
9r-s 0.72945 1
9r-S 0.69064 1
9r-h 0.60365 1
9r-v 0.69783 1
9r-D 0.59677 1
9r-z 0.70938 1
9r-Z 0.64131 1
9r-tS 0.57671 1
9r-dZ 0.6972 1
9r-l 0.59119 1.4459
9r-9r 0.51112 1.2253
9r-j 0.52229 1.3453
9r-w 0.55598 1.4213
pau-9r 1 1.9388
pau-w 1 1.1427
m-pau 2.6901 1
n-pau 2.9476 1
N-pau 2.2868 1
l-pau 2.273 1
9r-pau 3 1
i:-& 1.6657 1
I-& 1.5074 1
E-& 1.7548 1
@-& 1.3409 1
^-& 2.2212 1
&-i: 1 1.5518
&-I 1 1.1907
&-E 1 1.5324
&-@ 1 1.5053
&-^ 1 1.8184
&-u 1 1.4528
&-A 1 1.1186
&-> 1 1.1767
&-3r 1 1.2772
&-ei 1 1.1223
&-aI 1 1.2663
&->i 1 1.2143
&-iU 1 1.4461
u-& 1.3669 1
U-& 1.1499 1
A-& 1.274 1
>-& 1.229 1
3r-& 1.3969 1
ei-& 1.2016 1
aI-& 1.4309 1
>i-& 1.3039 1
iU-& 1.3366 1
aU-& 1.2386 1
oU-& 1.1732 1
