n-au 1 0.47635
n-ou 1 0.7269
n-e@ 1 0.48018
n-i@ 1 0.50249
ng-uh 1 0.64718
ng-e 1 0.70165
ng-i 1 0.77003
ng-o 1 0.78695
ng-u 1 0.68659
ng-a 1 0.73605
ng-ii 1 0.48064
ng-aa 1 0.67302
ng-oo 1 0.70179
ng-uu 1 0.68945
ng-ei 1 0.57334
ng-ai 1 0.69425
ng-oi 1 0.56339
ng-au 1 0.53128
ng-ou 1 0.51313
ng-e@ 1 0.44039
ng-i@ 1 0.62393
ng-u@ 1 0.79299
p-uh 1 0.54884
p-e 1 0.75417
p-i 1 0.76097
p-o 1 0.70176
p-a 1 0.89117
p-ii 1 0.62196
p-aa 1 0.80041
p-oo 1 0.78913
p-uu 1 0.64775
p-ei 1 1.1233
p-ai 1 0.79815
p-oi 1 0.82996
p-au 1 0.47316
p-ou 1 0.52294
p-e@ 1 0.73296
p-i@ 1 0.74796
p-u@ 1 0.80927
t-uh 1 0.83466
t-e 1 0.80062
t-i 1 0.78538
t-o 1 0.76862
t-u 1 0.85475
t-a 1 0.8123
t-ii 1 0.7164
t-aa 1 0.84629
t-oo 1 0.77891
t-uu 1 0.66905
t-ei 1 0.61896
t-ai 1 0.9034
t-oi 1 0.61453
t-au 1 0.68604
t-ou 1 0.5489
t-e@ 1 0.88315
t-i@ 1 0.71464
t-u@ 1 0.7461
k-uh 1 0.72269
k-e 1 0.70956
k-i 1 0.73624
k-o 1 0.7729
k-u 1 0.79563
k-ii 1 0.80068
k-aa 1 0.85063
k-uu 1 0.68458
k-ei 1 0.7586
k-ai 1 0.74902
k-oi 1 0.72519
k-au 1 0.5929
k-ou 1 0.73301
k-e@ 1 0.88043
k-i@ 1 1.1846
b-e 1 1.2027
b-a 1 0.90046
b-ii 1 0.5981
b-oo 1 0.78517
b-uu 1 0.76641
b-oi 1 0.90147
b-au 1 0.79827
b-ou 1 0.86126
b-e@ 1 0.90056
b-i@ 1 0.77038
d-o 1 1.2137
d-a 1 1.3536
d-ii 1 0.75354
d-oo 1 0.80611
d-uu 1 0.76736
d-ai 1 0.75357
d-au 1 0.58213
d-ou 1 0.731
d-e@ 1 0.68887
d-i@ 1 0.77011
g-uh 1 0.8493
g-e 1 0.8061
g-i 1 0.74909
g-o 1 0.89542
g-u 1 0.69418
g-a 1 0.84171
g-ii 1 0.64281
g-oo 1 0.71989
g-uu 1 0.48205
g-ei 1 0.8404
g-ai 1 0.81771
g-oi 1 0.71079
g-au 1 0.73847
g-ou 1 0.72137
g-e@ 1 0.53163
g-i@ 1 0.67476
s-e 1 1.4057
s-a 1 1.1106
s-ii 1 0.79832
s-oo 1 1.1427
s-uu 1 0.66126
s-ai 1 0.88775
s-au 1 0.78322
s-e@ 1 0.80016
sh-e 1 1.2401
sh-o 1 0.90797
sh-a 1 0.81031
sh-ii 1 0.5734
sh-aa 1 0.81845
sh-uu 1 0.65015
sh-au 1 0.65445
sh-ou 1 0.64191
sh-u@ 1 1.1378
f-uh 1 0.78567
f-i 1 1.2275
f-o 1 0.86039
f-u 1 1.1691
f-ii 1 0.63002
f-oo 1 0.76266
f-uu 1 0.66337
f-ai 1 0.79544
f-au 1 0.64857
f-ou 1 0.70113
f-e@ 1 0.61897
f-i@ 1 0.88123
th-uh 1 0.8103
th-e 1 1.2022
th-u 1 0.86332
th-ii 1 0.64901
th-oo 1 0.87273
th-uu 1 0.78712
th-oi 1 0.81307
th-au 1 0.70173
th-ou 1 0.65833
th-e@ 1 0.695
th-u@ 1 0.81174
z-uh 1 0.86747
z-u 1 0.79605
z-ii 1 0.53076
z-aa 1 0.75473
z-oo 1 1.121
z-ei 1 0.74787
z-oi 1 0.85802
z-au 1 0.64345
z-ou 1 0.69736
z-e@ 1 0.78313
z-i@ 1 0.65639
z-u@ 1 0.82205
zh-uh 1 0.67263
zh-e 1 0.86528
zh-i 1 0.8207
zh-o 1 0.84331
zh-ii 1 0.57303
zh-uu 1 0.53504
zh-ei 1 0.89101
zh-ai 1 0.76574
zh-oi 1 0.88311
zh-au 1 0.60208
zh-ou 1 0.71342
zh-e@ 1 0.69559
v-uh 1 0.85269
v-u 1 1.1076
v-a 1 0.72077
v-ii 1 0.65367
v-aa 1 0.79567
v-oo 1 0.78908
v-uu 1 0.81146
v-ei 1 0.74308
v-oi 1 0.76248
v-au 1 0.51757
v-ou 1 0.64967
v-e@ 1 0.68311
v-i@ 1 0.90191
dh-uh 1 0.78859
dh-e 1 0.87081
dh-i 1 0.83708
dh-u 1 0.74811
dh-a 1 0.84057
dh-ii 1 0.5321
dh-aa 1 0.75774
dh-oo 1 0.80301
dh-uu 1 0.81546
dh-ei 1 0.71251
dh-ai 1 0.71794
dh-oi 1 0.7772
dh-au 1 0.58647
dh-ou 1 0.70118
dh-e@ 1 0.77389
dh-i@ 1 0.74209
dh-u@ 1 0.87437
ch-e 1 1.2002
ch-i 1 1.1243
ch-u 1 1.1384
ch-a 1 1.2215
ch-ii 1 0.60101
ch-aa 1 0.81444
ch-uu 1 0.60322
ch-oi 1 0.83417
ch-au 1 0.7421
ch-ou 1 0.69571
ch-e@ 1 0.64511
ch-i@ 1 0.86183
ch-u@ 1 1.1381
jh-e 1 0.75805
jh-i 1 0.71638
jh-o 1 0.9051
jh-u 1 0.78576
jh-ii 1 0.52326
jh-aa 1 0.80221
jh-uu 1 0.6599
jh-ei 1 0.70852
jh-ai 1 0.83004
jh-oi 1 0.84748
jh-au 1 0.69295
jh-ou 1 0.66597
jh-e@ 1 0.61958
h-e 1 0.83339
h-o 1 0.90182
h-a 1 0.74251
h-ii 1 0.73796
h-oo 1 0.71429
h-uu 1 0.77052
h-ei 1 0.66868
h-ai 1 1.1814
h-oi 1 1.1015
h-au 1 0.78898
h-ou 1 0.8498
h-e@ 1 0.73354
h-u@ 1 0.89247
uh-r 0.82087 1
uh-w 0.87856 1
uh-y 1.1472 1
uh-m 0.83078 1
uh-n 0.89943 1
uh-ng 1.2207 1
uh-s 1.5391 1
uh-f 1.3606 1
uh-z 1.6822 1
uh-h 0.85808 1
uh-g 1.3497 1
uh-p 0.87906 1
uh-t 1.1274 1
uh-k 1.2293 1
e-w 1.4037 1
e-y 1.1034 1
e-m 0.82119 1
e-n 0.89481 1
e-s 1.4319 1
e-sh 1.6053 1
e-f 1.5826 1
e-th 1.4217 1
e-z 1.3741 1
e-zh 1.2923 1
e-v 1.2264 1
e-dh 1.1179 1
e-d 0.84731 1
e-g 0.85593 1
e-t 0.84619 1
i-r 1.1212 1
i-w 1.1562 1
i-n 0.85135 1
i-ng 0.86859 1
i-s 1.3613 1
i-sh 1.2769 1
i-f 1.3421 1
i-th 1.2635 1
i-zh 0.87167 1
i-dh 0.89695 1
i-h 1.1701 1
i-b 0.89576 1
i-d 0.79712 1
o-r 1.1718 1
o-w 1.1487 1
o-y 1.2598 1
o-l 1.38 1
o-ll 1.3636 1
o-m 1.14 1
o-n 1.1103 1
o-ng 1.1618 1
o-s 1.3717 1
o-th 1.184 1
o-z 1.1176 1
o-dh 1.2794 1
o-h 1.3325 1
o-g 1.1943 1
u-y 1.1268 1
u-m 1.1374 1
u-n 1.1161 1
u-s 1.5637 1
u-sh 1.226 1
u-f 1.3908 1
u-th 1.3909 1
u-h 1.329 1
u-b 0.79991 1
u-t 0.8269 1
u-k 0.82657 1
a-w 1.2028 1
a-y 1.3528 1
a-l 1.3884 1
a-ll 1.2314 1
a-n 1.1729 1
a-ng 1.1086 1
a-s 1.3889 1
a-f 1.3293 1
a-th 1.3 1
a-z 1.2497 1
a-b 0.81395 1
a-g 1.1454 1
a-p 0.90564 1
a-t 1.167 1
a-k 1.1806 1
ei-w 0.88636 1
ei-y 0.71395 1
ei-ll 0.9 1
ei-n 1.1127 1
ei-ng 0.66079 1
ei-f 1.1038 1
ei-zh 1.1614 1
ei-v 0.89313 1
ei-d 0.78487 1
ei-g 0.71223 1
ei-p 0.88352 1
ei-t 0.80548 1
ei-k 0.88386 1
oi-w 0.88028 1
oi-ll 0.83383 1
oi-n 0.74855 1
oi-th 0.88695 1
oi-zh 0.87419 1
oi-v 0.87788 1
oi-h 0.79773 1
oi-d 0.78251 1
oi-g 0.80529 1
oi-p 0.85964 1
oi-k 1.1039 1
au-y 1.1147 1
au-ng 0.84668 1
au-f 1.1107 1
au-z 1.1636 1
au-zh 1.2813 1
au-v 0.85445 1
au-h 1.2033 1
au-b 0.88703 1
au-d 0.699 1
au-g 0.76715 1
au-p 0.81231 1
au-t 0.71674 1
au-k 0.89871 1
ou-r 0.87688 1
ou-ll 0.88996 1
ou-ng 0.70356 1
ou-s 1.1516 1
ou-th 0.88327 1
ou-zh 0.8754 1
ou-b 0.77795 1
ou-d 0.65742 1
ou-g 0.81752 1
ou-t 0.87621 1
ou-k 0.90871 1
e@-r 1.1448 1
e@-w 1.3289 1
e@-y 1.1402 1
e@-s 1.2413 1
e@-f 1.1175 1
e@-zh 1.3388 1
e@-v 1.3307 1
e@-dh 1.1989 1
e@-h 1.1631 1
e@-d 0.76596 1
e@-p 1.2017 1
e@-k 1.1641 1
i@-w 1.1456 1
i@-y 1.2971 1
i@-l 1.2534 1
i@-ll 0.75132 1
i@-m 1.1347 1
i@-n 1.2198 1
i@-ng 0.87695 1
i@-sh 1.1873 1
i@-f 1.2268 1
i@-th 1.1636 1
i@-z 1.2839 1
i@-zh 1.2196 1
i@-v 1.1866 1
i@-h 1.2391 1
i@-g 0.86416 1
ii-uh 1 1.3935
ii-e 1 1.239
ii-i 1 1.3814
ii-o 1 1.234
ii-u 1 1.2614
ii-a 1 1.5224
ii-ii 1 1.1208
ii-aa 1 1.5867
ii-oo 1 1.477
ii-uu 1 1.5673
ii-ei 1 1.2343
ii-ai 1 1.5817
ii-oi 1 1.8723
ii-au 1 1.384
ii-ou 1 1.3054
ii-e@ 1 1.6697
ii-i@ 1 1.5929
ii-u@ 1 1.9367
@@-uh 1 1.6059
@@-e 1 1.684
@@-i 1 2.1022
@@-o 1 1.9036
@@-u 1 2.2537
@@-a 1 1.3586
@@-ii 1 1.5608
@@-aa 1 2.6881
@@-oo 1 2.1097
@@-uu 1 2.5441
@@-ei 1 2.3266
@@-ai 1 1.8308
@@-oi 1 2.2154
@@-au 1 1.532
@@-ou 1 1.7064
@@-e@ 1 1.8687
@@-i@ 1 1.6386
@@-u@ 1 1.3706
aa-uh 1 1.998
aa-e 1 2.0177
aa-i 1 2.5222
aa-o 1 1.9813
aa-u 1 2.6862
aa-a 1 2.4421
aa-ii 1 2.1854
aa-aa 1 2.0006
aa-oo 1 1.8269
aa-uu 1 2.5882
aa-ei 1 1.7723
aa-ai 1 2.1763
aa-oi 1 2.3018
aa-au 1 1.5931
aa-ou 1 1.9259
aa-e@ 1 1.6544
aa-i@ 1 1.3237
aa-u@ 1 2.2532
oo-uh 1 1.9219
oo-e 1 1.8854
oo-i 1 2.281
oo-o 1 1.8431
oo-u 1 1.9507
oo-a 1 2.0725
oo-ii 1 1.2383
oo-aa 1 1.9514
oo-oo 1 1.9632
oo-uu 1 1.3356
oo-ei 1 1.5681
oo-ai 1 1.6766
oo-oi 1 1.6581
oo-au 1 1.2605
oo-ou 1 1.1438
oo-e@ 1 1.2977
oo-i@ 1 1.8391
oo-u@ 1 2.4721
uu-uh 1 1.8512
uu-e 1 1.8134
uu-i 1 2.1137
uu-o 1 1.987
uu-u 1 2.1611
uu-a 1 2.0315
uu-ii 1 1.8798
uu-aa 1 1.9449
uu-oo 1 2.2888
uu-uu 1 1.6492
uu-ei 1 1.7372
uu-ai 1 1.754
uu-oi 1 2.0005
uu-au 1 1.3957
uu-ou 1 1.4709
uu-e@ 1 1.4668
uu-i@ 1 1.8652
uu-u@ 1 2.0452
ei-uh 1.5002 1.7497
ei-e 2.0084 2.0696
ei-i 2.0759 1.956
ei-o 1.7241 2.1055
ei-u 1.6926 2.1483
ei-a 2.1745 2.3861
ei-ii 1.2634 2.0854
ei-@@ 1.6506 1
ei-aa 1.7508 1.8943
ei-oo 2.1303 2.5523
ei-uu 1.636 1.9645
ei-ei 1.943 2.0325
ei-ai 1.563 2.1214
ei-oi 1.869 2.4369
ei-au 1.8041 1.8698
ei-ou 2.1556 2.0287
ei-e@ 1.5785 2.1354
ei-i@ 1.9327 1.9511
ei-u@ 2.0372 2.3201
ai-uh 1 2.3928
ai-e 1 2.1636
ai-i 1 2.2829
ai-o 1 2.1453
ai-u 1 2.2427
ai-a 1 2.1866
ai-ii 1 2.1874
ai-aa 1 1.8028
ai-oo 1 2.2501
ai-uu 1 2.3223
ai-ei 1 2.1208
ai-ai 1 2.1443
ai-oi 1 2.0303
ai-au 1 1.4546
ai-ou 1 1.9183
ai-e@ 1 1.8393
ai-i@ 1 1.8423
ai-u@ 1 2.4448
oi-uh 1.5447 2.2987
oi-e 2.3393 2.1296
oi-i 1.6121 2.2685
oi-o 2.4263 2.3297
oi-u 1.4391 2.4339
oi-a 1.8114 2.2555
oi-ii 1.8232 2.4953
oi-@@ 2.0052 1
oi-aa 2.1758 2.0257
oi-oo 1.7715 2.0875
oi-uu 2.1104 2.0291
oi-ei 1.7264 1.6794
oi-ai 1.8976 2.2953
oi-oi 1.9524 1.8427
oi-au 1.3872 1.558
oi-ou 1.482 1.6116
oi-e@ 1.6854 1.48
oi-i@ 1.8879 1.938
oi-u@ 1.9631 2.2894
au-uh 1.5735 1.4799
au-e 1.7137 2.1987
au-i 2.5637 2.8311
au-o 1.6472 2.496
au-u 1.5629 2.5195
au-a 1.5604 2.2865
au-ii 2.4429 2.4458
au-@@ 2.5902 1
au-aa 1.9785 2.0669
au-oo 1.9324 2.3297
au-uu 2.007 2.2849
au-ei 1.8613 1.8759
au-ai 1.6586 2.1725
au-oi 1.7543 1.9941
au-au 1.6727 1.5401
au-ou 1.9327 1.7108
au-e@ 2.3557 1.6564
au-i@ 2.1231 2.0187
au-u@ 1.8535 2.7327
ou-uh 1.6616 1.6978
ou-e 1.8727 2.152
ou-i 1.6466 2.4478
ou-o 2.038 2.2144
ou-u 1.7012 2.1858
ou-a 1.4315 1.7443
ou-ii 1.8995 2.182
ou-@@ 2.0272 1
ou-aa 1.6148 1.9
ou-oo 2.0041 2.3834
ou-uu 1.7863 2.3947
ou-ei 2.3904 1.9965
ou-ai 1.8525 1.9685
ou-oi 2.1627 2.0786
ou-au 2.1431 1.6886
ou-ou 2.0515 1.6024
ou-e@ 1.1433 0.90886
ou-i@ 1.341 0.95664
ou-u@ 1.0617 1.3283
@-uh 1 2.4942
@-e 1 2.3534
@-i 1 2.6185
i-@ 1.4623 1
@-o 1 1.3588
@-u 1 2.2419
@-a 1 2.2919
@-ii 1 2.2426
@-aa 1 1.8094
@-oo 1 2.0079
@-uu 1 1.9946
@-ei 1 1.6455
ei-@ 1.2266 1
@-ai 1 2.2917
@-oi 1 1.8312
oi-@ 1.3319 1
@-au 1 1.502
@-ou 1 1.8639
ou-@ 1.217 1
@-e@ 1 1.7611
e@-# 1.3339 1
@-i@ 1 1.8554
i@-# 1.3872 1
@-u@ 1 2.1777
#-a 1 1.7586
#-aa 1 2.0009
#-ai 1 1.708
#-au 1 1.6
#-e 1 1.5878
#-ei 1 1.2298
#-i 1 1.7187
#-i@ 1 1.3768
#-ii 1 1.3023
#-o 1 1.2115
#-oi 1 1.3972
#-oo 1 1.446
#-ou 1 1.1222
#-u 1 1.2346
#-u@ 1 1.6511
#-uh 1 1.6955
#-uu 1 1.532
au-# 1.9727 1
ei-# 1.9692 1
oi-# 1.5675 1
ou-# 2.6191 1
