Z-l 1 0.71526
Z-j 1 0.87374
Z-w 1 0.89348
tS-l 1 0.62751
tS-9r 1 0.64739
tS-j 1 0.83473
tS-w 1 0.69795
dZ-m 1 1.6343
dZ-n 1 0.89803
dZ-l 1 0.77034
dZ-9r 1 0.60812
dZ-w 1 0.90744
l-p 0.90185 1
l-k 1.3194 1
l-d 1.2839 1
l-g 1.1043 1
l-m 1.3049 1.5469
l-n 0.88827 1.0608
l-f 1.103 1
l-s 1.1224 1
l-S 1.2826 1
l-h 1.2626 1
l-v 1.2023 1
l-D 0.60018 1
l-z 1.2595 1
l-Z 1.1682 1
l-tS 1.4515 1
l-dZ 0.85811 1
l-l 0.73208 1.4108
l-9r 1.5648 1.3362
l-j 1.1356 1.2258
l-w 1.2508 1.7984
9r-p 0.89107 1
9r-t 0.84112 1
9r-k 0.90079 1
9r-b 1.2062 1
9r-d 1.4424 1
9r-g 1.1589 1
9r-m 0.77004 1.1786
9r-n 0.70742 1.1446
9r-f 0.74527 1
9r-T 0.68884 1
9r-s 0.80556 1
9r-S 0.90291 1
9r-v 0.83298 1
9r-D 0.76671 1
9r-tS 0.79001 1
9r-l 0.90401 1.0293
9r-9r 1.2916 0.6105
9r-j 0.90913 1.4186
9r-w 0.847 0.84196
pau-9r 1 2.216
pau-j 1 1.4692
pau-w 1 1.5377
m-pau 1.4567 1
n-pau 1.2741 1
N-pau 1.2609 1
9r-pau 1.233 1
i:-& 0.89179 1
I-& 0.89712 1
&-i: 1 1.1232
&-E 1 1.1018
&-u 1 0.75778
&-U 1 0.81701
&-> 1 0.73678
&-aI 1 1.1263
&-iU 1 1.2521
&-oU 1 0.82207
u-& 0.65776 1
U-& 0.78985 1
A-& 0.8613 1
3r-& 0.82508 1
iU-& 0.75872 1
oU-& 0.88635 1
